0,Sentiment,neg,neu,pos,compound
:  mev bot live demonstration video shows you everything.no larp! no shit! not a token! product talks itself...a neve…,Negativo,0.302,0.634,0.063,-0.7412
": 💎 bob x bitcoin cash ()we are excited to announce that bob is partnering with bitcoin cash, expanding into the …",Positivo,0.0,0.876,0.124,0.34
#bitcoin - gaps do not  always fill but the big ones usually do.,Neutro,0.0,1.0,0.0,0.0
": imagine fudding the  team, because the ceo (not the founder ofc) isn’t technical. they have more professors on the tea…",Neutro,0.0,1.0,0.0,0.0
wait so long for this momentanout time,Neutro,0.0,1.0,0.0,0.0
#bitcoin does what i tell it to do 🙃,Neutro,0.0,1.0,0.0,0.0
"- nice daily supertrend bounce, breakout and re-test, and trendline bounce. think this structure looks a little better than .",Positivo,0.0,0.735,0.265,0.6605
hard to believe we were buying this at  and talking about it hitting highs again one day.....and here we are,Negativo,0.069,0.931,0.0,-0.1027
4hr,Neutro,0.0,1.0,0.0,0.0
again?,Neutro,0.0,1.0,0.0,0.0
reversing nicely here with the rest,Positivo,0.0,0.633,0.367,0.4404
.dlooks bearish for sure. coming up to support though but if it breaks below 53% then alt coins can party hard,Positivo,0.062,0.663,0.275,0.6652
#bitcoin - most of us have done this before. the hardest thing is thinking if you do not  long or buy right after a dip you will  miss it. then by the time it does actually bounce you have  given up or been stopped out.,Negativo,0.079,0.921,0.0,-0.3612
looking good off the test,Positivo,0.0,0.58,0.42,0.4404
giving early 2021  vibes before it went parabolic,Positivo,0.0,0.745,0.255,0.34
clean retest of previous range highs,Positivo,0.0,0.649,0.351,0.4019
": for our first announcement of the evening, we have the following:our  -  pool is live on !this help…",Neutro,0.0,1.0,0.0,0.0
#wojak are you printing with me? > [](>  #wojak dropped hard but holding the support> long a small bag around 0.00024 not a bad idea> > sl just below 0.00022 > > target 7% onwards,Positivo,0.038,0.844,0.118,0.5537
#lai full send this > [](> when to long #lai ? > repost for a chart,Neutro,0.0,1.0,0.0,0.0
#tia 🔥🚀 > [](>  #tia retracement is over i believe> > new high coming? > > repost for chart,Neutro,0.0,1.0,0.0,0.0
"love to see flowmatic working with the community and hitting their stridefeather gang coming in hot 🪶🔥> [](> for our first announcement of the evening, we have the following:> > our  -  pool is live on !> > this helps further align the hxro✖️ and flowmatic🪶 communities.> > ✅ hxro-powered perps live on our api > ✅ fm-hxro liquidity pool open on > > look forward to…",Positivo,0.0,0.882,0.118,0.8172
> [](>  &  both showing a lot of strength > > likely going to pop hard when market shows some strength and bounces,Positivo,0.061,0.658,0.281,0.7184
top goon x sell approaching alert given on daily time frameusually means some sort of a bounce coming.,Positivo,0.0,0.778,0.222,0.4588
now well and truly playing catch up and outpacing  by a mile but both have identical structures but avax moving harder and faster.good glimpse into the future for what is to come though,Positivo,0.0,0.855,0.145,0.4404
you know it  alts szn when all my long term holds are just ripping..,Neutro,0.0,1.0,0.0,0.0
🔺,Neutro,0.0,0.0,0.0,0.0
"outside of losing the dots here for a bit, you would look at this and not think that anything is wrong, as you should",Negativo,0.213,0.787,0.0,-0.6908
halfway there 🔺> [](> am i foolish to think  just teleports to the next weekly resistance at -53?> > …or is it really genius szn and we just left curve this another 20 bucks up?,Negativo,0.071,0.929,0.0,-0.3527
,Neutro,0.0,0.0,0.0,0.0
"just looking through my phantom wallet and noticed i still have my 2  that are starting to be worth quite a bit with  moving upi noticed i missed a mint, any way to still get this, anyone know?  was it worth it?",Positivo,0.055,0.842,0.103,0.2406
🔺🔥,Neutro,0.0,1.0,0.0,0.0
"#jto 🔥🚀 > [](>   pullback done, probably?> > we can open a small bag and add more on each breakout, what do you think?",Neutro,0.0,1.0,0.0,0.0
"good test and reversalwell look back, these were all just tests",Positivo,0.0,0.775,0.225,0.4404
more to come  #pepe2 > [](> #pepe2  longed at the current cuz of support retest and 1% negative funding> > let  hope for the best 🤞,Positivo,0.114,0.585,0.302,0.7269
my free  bag keeps growing,Positivo,0.0,0.375,0.625,0.6124
flashback to when  broke out of its bottoming range10x from there - gotta love this market> [](>  continues to improve,Positivo,0.108,0.618,0.274,0.6486
": bitcoin rescues billions and billions of dollars worth of stranded & wasted energy daily, oftentimes improving air quali…",Positivo,0.132,0.494,0.374,0.5994
chart looks reaaaall good.,Positivo,0.0,0.508,0.492,0.4404
"starting to like real nice here, i added a long earlier, hat tip to",Positivo,0.0,0.654,0.346,0.6486
"1h early stages of forming a descending triangle i know much of my feed thinks that was it and bottom is in, but we shall see",Neutro,0.0,1.0,0.0,0.0
gm. doubsters in disbelief.  nee ath,Neutro,0.0,1.0,0.0,0.0
telling you.  is still cheapupside of these one is epik easy but i expect higher,Positivo,0.0,0.87,0.13,0.2382
ggmmmmm  holder imagine not having bought when i told you ... exactly in the gray lineenjoy and congrats,Positivo,0.0,0.825,0.175,0.5267
congrats 👏  #rats jumping 👏> [](>  thank you boss,Positivo,0.0,0.504,0.496,0.7096
entry spot here in twitter gray line moon inevitabile hold gray box,Neutro,0.0,1.0,0.0,0.0
#mubi  🚀🔥,Neutro,0.0,1.0,0.0,0.0
"were you ready with your bags? #altseason > [](>   pls go back to  and let  have a minu alt season> many coins have potential to 20 to 100x, but waiting for the signal from  > > what is your moonbag?",Positivo,0.0,0.913,0.087,0.3094
"#bitcoin after yesterday  dump, there  little open interest getting back in.shows that there  not that much dip buying going on as well as unwinding of short positions.",Positivo,0.083,0.764,0.153,0.3008
teleport soon> [](> entry spot here in twitter gray line > > moon inevitabile hold gray box,Neutro,0.0,1.0,0.0,0.0
"ladies and gentlemen, welcome to price discovery.this is where the fun really starts.faster pumps, harsher pullbacks, enjoy the volatility.",Positivo,0.124,0.536,0.34,0.7216
when #bitcoin  weekly rsi breaks above 70 -- a strong move usually follows.and this one is only just getting started.,Positivo,0.0,0.845,0.155,0.5106
ca not  believe i actually longed cardano just now.,Neutro,0.0,1.0,0.0,0.0
i told you to buy dip a few days ago.....now go look at the chart,Neutro,0.0,1.0,0.0,0.0
i will be a buyer again if it consolidates in the green box 1\2 days,Neutro,0.0,1.0,0.0,0.0
"my biggest allocation in low caps is  after buying the latest drop.in since .02, buying dips",Negativo,0.123,0.877,0.0,-0.2732
": one of the most legendary calls this year .if you’re not following already, this man is without a doub…",Neutro,0.0,1.0,0.0,0.0
"while most altcoins are up a lot, very few are anywhere close to their previous all-time highs.take  for example.still a long way to go.",Neutro,0.0,1.0,0.0,0.0
all the shills paid of   up bigtime from there lows and inj made a new aththat while the real gains yet to come2024 is going to be wild friends.be prepared.wizz,Positivo,0.058,0.865,0.077,0.1531
"looks primed for acceleration.broke out, retested those highs -- time to send it.thin air between here and ,000.",Neutro,0.0,1.0,0.0,0.0
": the previous cycles both topped 1071 days after finding a bottom.if this pattern repeats, #bitcoin will top out in q4…",Positivo,0.0,0.909,0.091,0.2023
"#btcnothing has changed with regards to the plan in my pinned tweetthis presents as a re-test of the mid range, and so long as ,000 holds, i will  aim higherthere  a 15-25% move to be traded on btc, but i think capital will be more efficient utilised elsewherein other…",Positivo,0.0,0.914,0.086,0.6297
chart curling back upbig news on its way. recent listed on bybit.not selling before 0.50 atleast,Neutro,0.0,1.0,0.0,0.0
#bitcoin perpetual premium slowly going down again.if it will keep going down then that would  be great to see and would reset the funding rates fully as well.,Positivo,0.0,0.801,0.199,0.7564
"so.... we took out monday low, but on mondaymeaning that today, monday  low is still in tactwe gonna make another trip down to take it out? i'm not sure, it  possible. monday mid is a good line in the sand for both bulls + bears imo.",Negativo,0.132,0.792,0.076,-0.2006
chart lfg,Neutro,0.0,1.0,0.0,0.0
"🎯 > [](> loaded up on more , consolidating now for 3 weeks. one of the future ai blue chips 🎯",Neutro,0.0,1.0,0.0,0.0
#mubi  exit 🚪,Neutro,0.0,1.0,0.0,0.0
- i have  been accumulating for the last week 🎯,Neutro,0.0,1.0,0.0,0.0
"update 3📈 so far, each  update was a win. 3x 100% & 1x40%latest update before the falling wedge breakout.-> another 45% & back above 99ma📈-> throwback to retest the 99ma 4h tf reclaimbullish consolidation above .22952 horizontal. #ai",Positivo,0.042,0.859,0.099,0.4939
"1w charti think it’s time to pay attention to #shib as it’s trying to flip the ema50 again 👀the next big hurdle is the resistance line. once the resistance is cleared,  could pump to the horizontal resistance (.0000177-0.0000210)this bullish scenario is valid…",Neutro,0.033,0.935,0.033,0.0
#cpi in 30 minutes from now.not expecting a whole lot to occur. also doubt #bitcoin does much more than a small wick back and forth.,Negativo,0.102,0.898,0.0,-0.3612
breaking out and is about to follow  /  over these next few days imo,Neutro,0.0,1.0,0.0,0.0
shorted #btc at .9k after cpi news. anyone else trading? 👀,Neutro,0.0,1.0,0.0,0.0
"cpi was a little hot, fed today so hawkish comments expected based on the numbers relatively... all of it still expected so not sure it sells off the market, last time we dipped on cpi a bit then moved higher once the markets opened..looks like just a bounce for now...…",Positivo,0.045,0.905,0.05,0.0669
was quiet for a bit... grabbed some this morn,Neutro,0.0,1.0,0.0,0.0
"#bitcoin two cme gaps. one above, one below.which one do we fill next?",Neutro,0.0,1.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
"well, so much for  not dippinghowever, even with  getting hit rn,  holding nicelywhen  does bounce, this thing is going to rip imostack on dips while you have them",Positivo,0.0,0.928,0.072,0.2732
breaking out and is about to follow  /  over these next few days imo,Neutro,0.0,1.0,0.0,0.0
thank you  gang 🤝> [](> we sending  to new highs?> > what a recovery,Positivo,0.0,0.815,0.185,0.3612
breaking out and is about to follow  /  over these next few days imo,Neutro,0.0,1.0,0.0,0.0
thank you  gang 🤝> [](> we sending  to new highs?> > what a recovery,Positivo,0.0,0.815,0.185,0.3612
"cpi was a little hot, fed today so hawkish comments expected based on the numbers relatively... all of it still expected so not sure it sells off the market, last time we dipped on cpi a bit then moved higher once the markets opened..looks like just a bounce for now...…",Positivo,0.045,0.905,0.05,0.0669
was quiet for a bit... grabbed some this morn,Neutro,0.0,1.0,0.0,0.0
"#bitcoin two cme gaps. one above, one below.which one do we fill next?",Neutro,0.0,1.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
"well, so much for  not dippinghowever, even with  getting hit rn,  holding nicelywhen  does bounce, this thing is going to rip imostack on dips while you have them",Positivo,0.0,0.928,0.072,0.2732
scam i think it  the stupidest altcoin that exists...it has a price action which is a joke....loli have  been struggling with it for 5\6 days.... luckily going in and out without any leaksbut if it does not  go up it  the biggest scam in the worldi do not  touch this shit…,Negativo,0.227,0.718,0.055,-0.8834
"holding my  tokens.imo longterm this can pull x 50 or even x 100 easy> [](> very exciting news kataarmy!🏮> > we are currently applying for steam plattform 🕹> stay tuned, the time will come for kata!⚔️😍",Positivo,0.0,0.887,0.113,0.6221
challnge spot up 320% but  it  good to also mention the losses and not just the gains.... only from a scam coin like  could i lose lol,Negativo,0.29,0.453,0.257,-0.3291
"guess we ca not  have a bottom without a low, a test, and a retest...",Positivo,0.0,0.846,0.154,0.2057
,Neutro,0.0,0.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
with almost a full test here,Neutro,0.0,1.0,0.0,0.0
#bitcoin key levels on daily time frame.looks to me like it needs to fill the space below.,Positivo,0.0,0.865,0.135,0.3612
again in my interesting zone,Positivo,0.0,0.597,0.403,0.4019
4 digits hé is been trying to tell us for a long time,Neutro,0.0,1.0,0.0,0.0
may confirm a rare daily bottom candle today... may have to take a shot here...,Neutro,0.0,1.0,0.0,0.0
#bitcoin liquidation heatmap 🔥big level right above . this area likely has a lot of stops from positions that entered before and during the big squeeze down.,Negativo,0.062,0.938,0.0,-0.1531
i will  just leave this here  🎯,Negativo,0.231,0.769,0.0,-0.0516
ido sold out in 29 secondsone word: fomo> [](> 29 seconds. > that’s it. that’s the post. 🤖,Neutro,0.0,1.0,0.0,0.0
: vault has officially been on-boarded to microsoft   openai for natural language processing and generative ai appli…,Positivo,0.0,0.857,0.143,0.3612
really looks like it wants that 40k test... hope not but it does,Positivo,0.0,0.741,0.259,0.429
15 min,Neutro,0.0,1.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
": 📢announcementfrom today,  is available on ./ask  how can i use trac?",Neutro,0.0,1.0,0.0,0.0
holding strong all day even with this  vol,Positivo,0.0,0.68,0.32,0.5106
bottom fished some,Neutro,0.0,1.0,0.0,0.0
15 minthat may have been it....,Neutro,0.0,1.0,0.0,0.0
we are  getting a reaction at the golden pocket heremonday low still untapped... but that could be it lets see,Negativo,0.079,0.921,0.0,-0.1406
this is the way you should think about triple bottoms,Neutro,0.0,1.0,0.0,0.0
we can hope,Positivo,0.0,0.408,0.592,0.4404
easy structure but good eye in market   > [](> quick update if you operate in leverage i recommend an aggressive take profit....we will be choppy for the next 2 days,Positivo,0.056,0.677,0.267,0.7992
1hr,Neutro,0.0,1.0,0.0,0.0
"vertex simply cannot stop shipping. cross-chain deposits now live on . boom. > [](> 1/ never lose an edge. cross-chain deposits meet vertex 🚀> > powered by  & , you can now bridge & deposit seamlessly from 8 different chains without ever leaving vertex.> > just a few clicks, and you’re ready to trade.",Positivo,0.0,0.863,0.137,0.6854
probably nothing build on > [](>  trading volume and just getting started 💪,Neutro,0.0,1.0,0.0,0.0
the 48-50k distribution begins soon.#bitcoin,Neutro,0.0,1.0,0.0,0.0
"starting a  bag, gonna hold for a little bit n let this weekly setup play out.",Positivo,0.0,0.833,0.167,0.34
unironically one of the strongest coins rn +7% this week while most are downlooks like an inverted head + shoulders on weeklytime to pay attention,Positivo,0.05,0.748,0.202,0.6444
"#bitcoin &  liquidity still moving hand in hand 🤝usd liquidity is made up of all kind of measurements like the federal reserve balance sheet and the reverse repo facility.the more liquidity, the higher  tends to go.",Positivo,0.0,0.782,0.218,0.836
"🚨 ,000  giveaway ‼️decided to kick off my new advisor role with a free #crypto giveaway!two random people will get  of  (which could be worth way more in the future ☺️)how to enter:- follow  - retweet - tag 2 friends in the comments",Positivo,0.0,0.803,0.197,0.8221
going for a new athabsolute chad coin.,Neutro,0.0,1.0,0.0,0.0
"lots of people talking about the big nuke in cme  open interest.and yes it did go down significantly, but cme oi is still close to all time high...i do think that the closer we get to etf the more the boomers will offload their positions.",Positivo,0.0,0.96,0.04,0.2144
i do not  know if i have ever seen a blue bottom candle on the daily surrounded by green dots with red candles.. i feel like it  very good though,Positivo,0.0,0.808,0.192,0.6901
"baggs are rdy for the bulla run target atleast.> [](> in light of the holiday season, we have gifted the  community ~,000 in their native token,  for being cherished partners of our vision fund🖤> > p.s: there is ,000 in  &  waiting for our community when the vault opens!> > join our spaces ft 🤖🎙️",Positivo,0.0,0.821,0.179,0.8588
,Neutro,0.0,0.0,0.0,0.0
wants to go for new highs aswell,Neutro,0.0,1.0,0.0,0.0
"#bitcoin is still up 10% this month and working on it  4th consecutive green month.this would make the 9th green month in 2023.the last and only time that has happened, was in 2017.",Neutro,0.0,1.0,0.0,0.0
#0x0 one of the comfiest holds going into 2024 i think this can do a 20-25x from current price over next 12-18 months,Neutro,0.0,1.0,0.0,0.0
weekly vwap. bit of a mixed bag with some clear out performers so far. last weeks low on #btc will be key if revisited (looking likely).,Positivo,0.076,0.83,0.094,0.128
i think people are getting overly bearish on  here as it just broke out of a 500+ day range and now retesting previous range highs as supportstart closing back inside —> there’s trouble but until than i think this trends towards  over next few weeks,Negativo,0.086,0.914,0.0,-0.4118
army strong af.trending on xwe just getting started like and retweet if you ride this with melfg,Positivo,0.0,0.721,0.279,0.7003
operation liquidate capo,Neutro,0.0,1.0,0.0,0.0
etf going to change the game forever for crypto> [](> what  the impact of  billion coming into #bitcoin as a result of the etf approval? > >   take👇,Positivo,0.0,0.886,0.114,0.4767
i have not  seen this since the bull market in 2020-2021. the hype for  is huge!> [](> 29 seconds. > that’s it. that’s the post. 🤖,Neutro,0.0,1.0,0.0,0.0
"#bitcoin - people always get burned trying to buy the first or second dip, and by the time it  on the third dip they give up. this is where i would  look to buy after all these wicks and stops get hit and people freak out about support being broken. > [](> i do not  think this is the dip you want to chase. we should see sub ,000 soon. that  when we will  see the panic and selling start then it will  be time to start buying again.",Negativo,0.116,0.841,0.043,-0.7845
> [](> just in: 🇺🇸 sec holds meeting with blackrock to discuss its spot #bitcoin etf.,Neutro,0.0,1.0,0.0,0.0
"- hold this and we have another nice leg incoming. think that  where the focus should be not over single digit gains with . we already had the triple digit gains with it this year, that was the bulk of the move. most missed it and that  why they are chasing it now.",Positivo,0.044,0.823,0.133,0.6258
i think  szn is coming soon,Neutro,0.0,1.0,0.0,0.0
"this is turning out to be one of my better calls. > [](> paying attention to this plan right now. > > arb might be setting up itself to follow op here imo. > > aggressive entry here, saver entry upon more confirmation. > >",Positivo,0.04,0.889,0.072,0.3182
"#bitcoin - maybe it  the  twitter algo but this is one of the few accounts on my feed that does not  think we reverse back up. even capo thinks we pump back up from here.> [](>  1h early stages of forming a descending triangle > > i know much of my feed thinks that was it and bottom is in, but we shall see",Neutro,0.0,1.0,0.0,0.0
i gave you a nice gift,Positivo,0.0,0.26,0.74,0.6908
,Neutro,0.0,0.0,0.0,0.0
#bitcoin - very few had a chance to short higher or even short on a support break because it happened so quickly. now the market is giving everyone time and a reason to long. very few times is the market so generous to reward a crowded trade.,Positivo,0.0,0.704,0.296,0.9389
weekly loading zone if given.,Neutro,0.0,1.0,0.0,0.0
see you tomorrow.#bitcoin,Neutro,0.0,1.0,0.0,0.0
: 🔥  showing some strength on 3day🔥clear .30 and signals breakout 🚀,Positivo,0.0,0.714,0.286,0.4939
it looks like someone just market longed  .impressive baboonery.,Positivo,0.0,0.547,0.453,0.7003
cardano strength. /,Positivo,0.0,0.238,0.762,0.4939
"looks like  before it exploded...trade it with me here, free iphone contest coming.. plus free money now!",Positivo,0.0,0.598,0.402,0.8553
- lower time frame scalp short. double top on the 1h and expecting a trendline break. will add more if we get it. higher time frame diagonal resistance.,Negativo,0.079,0.857,0.064,-0.1027
what are the chances do you think that we get something like this.i feel like i have  seen this movie before.,Positivo,0.0,0.714,0.286,0.7003
"i feel like every time  runs, it runs hardso i bought some",Positivo,0.0,0.783,0.217,0.3612
#bitcoin - most have too much exposure to look at what the charts are saying. unbiased look is that support (supertrend and obv) are holding right now but the supertrend2 has flipped to a sell signal and support has been tested twice.,Positivo,0.024,0.852,0.124,0.6542
: 1h sell approaching alertfirst time in months that we have  seen this alert given on this time frame,Positivo,0.0,0.872,0.128,0.3612
#bitcointop goon x sell approaching alert on daily time framebuy approaching alert was given back when price was sub first sell approaching alert since then 😬,Positivo,0.0,0.761,0.239,0.6808
#bitcoin   - have not  seen a reason to close yet. maybe if funding changes but getting paid to hold is an added bonus. makes up for being wrong shorting earlier. > [](> nothing goes up in a straight line. those so confident that we wo not  get a dip will be telling you to sell when we get it.,Positivo,0.062,0.747,0.191,0.8633
#bitcoin   - have not  seen a reason to close yet. maybe if funding changes but getting paid to hold is an added bonus. makes up for being wrong shorting earlier. > [](> nothing goes up in a straight line. those so confident that we wo not  get a dip will be telling you to sell when we get it.,Positivo,0.062,0.747,0.191,0.8633
two things you’ll probably never see againgdax - ah the good old days 408,Positivo,0.0,0.805,0.195,0.4404
": needless to say but when trading derivatives and funding rates are telling you that positioning is one-sided, best heed t…",Positivo,0.0,0.766,0.234,0.7783
i think we are at the end of compression. move time.,Neutro,0.0,1.0,0.0,0.0
#btc getting ready to buy your liquidation,Positivo,0.0,0.706,0.294,0.3612
"i have  decided i wo not  be trading this because it  essentially untradeablearb is like this cycles link, the only way to make consistent  is to buy spot and hold way too choppy for perps/futures as these wick and reversals come for your stoplosshave picked up a spot…",Positivo,0.0,0.946,0.054,0.3612
"beautiful 4h on  forming here with divs on every timeframe from 15min up to 4h, only downside is theres now a clear 5 wave decline so this bounce although should be a nice 7-8% or so from the lows will likely end up being a lower high b wave",Positivo,0.117,0.709,0.174,0.617
"confluence from big man bluntz> [](> beautiful 4h on  forming here with divs on every timeframe from 15min up to 4h, only downside is theres now a clear 5 wave decline so this bounce although should be a nice 7-8% or so from the lows will likely end up being a lower high b wave",Positivo,0.105,0.739,0.156,0.617
there is definitely a lot more bidding going on on  perps right now than it was weeks agoweekly mfi at highs and monthly mfi has barely started curling upwards on  still looks like assexcept few alts i'm chilling and waiting for a deeper retrace,Positivo,0.024,0.861,0.115,0.6249
#bitcoin - longs close to all being flushed out here soon. the next dip is most likely the one that will be worth longing but most will be scared.> [](> #bitcoin - very few had a chance to short higher or even short on a support break because it happened so quickly. now the market is giving everyone time and a reason to long. very few times is the market so generous to reward a crowded trade.,Positivo,0.012,0.733,0.255,0.9728
divs brewing here after sweeping mondays flash crash lows.bounce incoming,Negativo,0.231,0.769,0.0,-0.4019
a bit of caution on altcoins ....looks bullish againoperates using the right invalidations,Neutro,0.0,1.0,0.0,0.0
feels like this is the part where #bitcoin forms a range and tries to take all the money you made in the past months.do not  let the bankers steal your coins. hold tight & enjoy the ride.,Positivo,0.078,0.782,0.139,0.3612
#bitcoin open interest grinding back up to the level it was at before the squeeze down.about  in bids sitting between .5-40.2k on the binance futures pair.,Positivo,0.0,0.893,0.107,0.4588
": no clue whether #bitcoin follows the black, red, or white squiggly line.do not  care much either, and neither should you…",Negativo,0.211,0.789,0.0,-0.5897
"update 30% up from my post ....look red line is key ,if he does the flip  will make another leg up",Neutro,0.0,1.0,0.0,0.0
unironically at the bottom of the layer-cake,Neutro,0.0,1.0,0.0,0.0
"two weeks after breaking out,  has retested the ascending triangle.looking for signs of local bottom here. if this starts losing the recent low we are  probably looking at a deeper retrace and longer re-accumulation.",Negativo,0.132,0.868,0.0,-0.5719
"#btcoh, oh.... red boxwill explain in todays yt uodate.probably around 11. have a nice day nonetheless!",Positivo,0.0,0.819,0.181,0.4753
"great call by . seems like  is headed for +.003 if it follows his ta 🤞> [](>  playing out as a text-book ex. for growth👀> > as mentioned yesterday, it broke out big time of the bearish channel.> > have now been testing earlier restistance, and turned it into support as predicted at ,0025✅> > bounced beautiful of the support level and we are  ready for🚀",Positivo,0.037,0.697,0.266,0.9468
we are  looking at the first real #bitcoin pullback since it broke .price currently hovers right above the 0.382 retracement -- would expect some more predatory price action around here before any meaningful bounce.do not  give back your profits. sit back & enjoy the show.,Positivo,0.055,0.781,0.164,0.6808
"super bullish for  ( rwa + base ) 🎯 > [](> coinbase  asset management arm is looking to bring tradfi assets onto blockchain with a new platform that lets institutional investors issue and trade digital-first financial instruments like debt, using base in a regulated way.  reports>",Positivo,0.053,0.722,0.225,0.7964
:  🕵️ what is ?qubic is a layer 1 network that utilizes an innovative upow (useful proof of work) mechani…,Positivo,0.0,0.847,0.153,0.4404
"the arena is still kicking while everyone has made a ridiculous amount of , especially the little guy, and  has an amazing extension with more cool features in the works.imagine not trying this, especially if you liked friend tech.the arena will be #1 in sofi.> [](> gladiators,> > as we continue to fine tune and adjust the algorithm, we wanted to celebrate nearly a week of trading since the contract has been live again.> > today, we reward the tradooors and diamond handers. tomorrow we reward the creatooors once again. a few other surprises…",Positivo,0.023,0.719,0.258,0.9763
this does not look like a bad place for some long-term  positioning.reasonably safe bet with clear invalidation.i would be a buyer if my bags were not  filled already.,Positivo,0.065,0.678,0.257,0.7383
i wonder what  is working on 👀> [](> our ceo  has been spending time at google  offices. probably nothing... 👀> > #vanar,Neutro,0.0,1.0,0.0,0.0
#bitcoin liquidation map 🔥building some big liquidation clusters as it  chopping sideways.most notably: .5k & .4k.expect some action around those levels.,Neutro,0.0,1.0,0.0,0.0
"in the previous bull markets, #bitcoin liked to retest the bull market support band. will this pattern repeat?",Positivo,0.0,0.744,0.256,0.6705
"while the lower timeframes look choppy, #bitcoin seems to be flipping the mid-range level.,000 is still the main level to overcome -- after which price discovery is within an arms reach.",Negativo,0.068,0.898,0.034,-0.2732
send this shitcoin,Neutro,0.0,1.0,0.0,0.0
"bought the dip at  #btc, think we see a - bounce today. let  see. 🙂🤝trade here:",Neutro,0.0,1.0,0.0,0.0
the infamous google partnership except this one actually means something> [](> our ceo  has been spending time at google  offices. probably nothing... 👀> > #vanar,Neutro,0.0,1.0,0.0,0.0
perfect retest of previous ath now reclaiming higher we go,Positivo,0.0,0.709,0.291,0.5719
first time in a while where the funding rate has turned negative.likely caused by the new launchpool that was launched this week.usually that causes people to buy spot and hedge on futures to farm the launchpool without direct exposure to the bnb price.,Positivo,0.0,0.965,0.035,0.128
": 🚨 ,000  giveaway ‼️decided to kick off my new advisor role with a free #crypto giveaway!two random people wi…",Positivo,0.0,0.817,0.183,0.5562
making moves 🤝> [](> our ceo  has been spending time at google  offices. probably nothing... 👀> > #vanar,Neutro,0.0,1.0,0.0,0.0
: great stat 👀🚀,Positivo,0.0,0.328,0.672,0.6249
"i won’t be surprised to see a few ai coins worth  billion market cap over next 18-24 months the room for growth within the ai sector of crypto is massivetrillions of dollars will be flowing into ai over the next few years> [](> according to , the total market cap of the artificial intelligence sector within crypto is .> > this is miniscule.> > i expect hundreds of billions, if not trillions of  to flow into crypto ai in the coming years.> > will be the fastest growing sector of all imo. > >",Positivo,0.0,0.877,0.123,0.8481
"second green dot, everyone needs to relaxpowell speaks soon and he is going to say the same stuff, which will not be a surprise to anyone",Negativo,0.07,0.93,0.0,-0.2057
tra la la la la,Neutro,0.0,1.0,0.0,0.0
"another common vertex w.taker fees on  will soon be reduced to 0.02%.as far as i'm aware, no other perp dex have fees this low. this is wildly competitive. phenomenal scenes. > [](> trade cheaper on vertex. > > all taker fees will be reduced to 0.02%.> > 📆 thursday 14th, 3am utc.",Negativo,0.091,0.875,0.034,-0.4357
up closeif  bottoms here could be a great longmay make sense to wait until powell speaks tho,Positivo,0.0,0.785,0.215,0.6249
"#bitcoin lost the 4h trend, but is holding above the 0.382 fib retracement.prob takes a while to play out.as shared earlier today: do not get chopped up. patience is the name of the game.",Positivo,0.044,0.793,0.164,0.6757
"picture perfect retest so far for .so long as #bitcoin does not  shit the bed, i would  say this looks good for the next leg higher.",Positivo,0.0,0.698,0.302,0.8599
tell me again how you love triple bottoms and emojis?,Positivo,0.0,0.682,0.318,0.6369
bulls trying to break up out of the triangle,Neutro,0.0,1.0,0.0,0.0
"dailylining up nicely, lots of solid tests... like , ready to resume up imo",Positivo,0.0,0.486,0.514,0.8176
do not  forget about the smiley face here also,Positivo,0.0,0.616,0.384,0.5213
#bitcoinping-pong between gooner emasi wonder which way it will break,Neutro,0.0,1.0,0.0,0.0
#btc bouncing towards the green box as shown this morning. check what might be next: > [](> bitcoin price update. > beware for this move in the coming days! > >   > powered by,Neutro,0.0,1.0,0.0,0.0
#bitcoin paypal volumes 📊definitely peaked at the start of the year but recently starting to tick up again.overall volumes still pretty low compared to any native crypto exchange or big broker.,Positivo,0.074,0.807,0.12,0.3919
consolidating under resistance getting ready for another run imo,Positivo,0.0,0.762,0.238,0.3612
let  get over 42k and really get rocking,Neutro,0.0,1.0,0.0,0.0
": to establish more liquidity for  on different chains with , kas/wbnb and kas/wmatic farming campaigns and pools ha…",Neutro,0.0,1.0,0.0,0.0
(too tight),Neutro,0.0,1.0,0.0,0.0
#tbt to when i use to long  futs on bitmex and account for 3% of oi,Neutro,0.0,1.0,0.0,0.0
"i bought 7 figures worth of #auction heretarget  is rebranding into a  eco project where auction will be used as the token on the split chain bla blathis team knows how to send their projects, this will go higher",Positivo,0.0,0.949,0.051,0.2263
also looking to break out.full send. exe0.10 next,Neutro,0.0,1.0,0.0,0.0
42k+ just like that! trend flip 1hr,Positivo,0.0,0.682,0.318,0.4199
:  /  - update break that 0.19c level and we are flying. lots of partnerships and updates coming out all…,Neutro,0.0,1.0,0.0,0.0
my mentor mmcrypto short and eliz long good play   > [](>  me long from this morning sir,Positivo,0.0,0.725,0.275,0.6486
was really hoping for a sweep below this support to load up.,Positivo,0.0,0.591,0.409,0.7366
: the 48-50k distribution begins soon.#bitcoin,Neutro,0.0,1.0,0.0,0.0
coming in with a banger and huge upgrade.send it 🤝> [](>,Positivo,0.0,0.796,0.204,0.3182
