0,polarity,subjectivity,Sentiment
when #bitcoin  weekly rsi breaks above 70 -- a strong move usually follows.and this one is only just getting started.,0.04583333333333332,0.5208333333333333,Positivo
ca not  believe i actually longed cardano just now.,0.0,0.1,Neutro
i told you to buy dip a few days ago.....now go look at the chart,-0.2,0.1,Negativo
i will be a buyer again if it consolidates in the green box 1\2 days,-0.2,0.3,Negativo
"my biggest allocation in low caps is  after buying the latest drop.in since .02, buying dips",0.25,0.6,Positivo
": one of the most legendary calls this year .if you’re not following already, this man is without a doub…",0.5,0.5333333333333333,Positivo
"while most altcoins are up a lot, very few are anywhere close to their previous all-time highs.take  for example.still a long way to go.",0.005833333333333333,0.2991666666666667,Positivo
all the shills paid of   up bigtime from there lows and inj made a new aththat while the real gains yet to come2024 is going to be wild friends.be prepared.wizz,0.14545454545454548,0.38484848484848494,Positivo
"looks primed for acceleration.broke out, retested those highs -- time to send it.thin air between here and ,000.",0.0,0.0,Neutro
": the previous cycles both topped 1071 days after finding a bottom.if this pattern repeats, #bitcoin will top out in q4…",0.16666666666666669,0.3333333333333333,Positivo
"#btcnothing has changed with regards to the plan in my pinned tweetthis presents as a re-test of the mid range, and so long as ,000 holds, i will  aim higherthere  a 15-25% move to be traded on btc, but i think capital will be more efficient utilised elsewherein other…",0.15,0.3,Positivo
chart curling back upbig news on its way. recent listed on bybit.not selling before 0.50 atleast,0.0,0.125,Neutro
#bitcoin perpetual premium slowly going down again.if it will keep going down then that would  be great to see and would reset the funding rates fully as well.,0.04722222222222222,0.43194444444444446,Positivo
"so.... we took out monday low, but on mondaymeaning that today, monday  low is still in tactwe gonna make another trip down to take it out? i'm not sure, it  possible. monday mid is a good line in the sand for both bulls + bears imo.",0.04206349206349206,0.48253968253968255,Positivo
chart lfg,0.0,0.0,Neutro
"🎯 > [](> loaded up on more , consolidating now for 3 weeks. one of the future ai blue chips 🎯",0.16666666666666666,0.24166666666666667,Positivo
#mubi  exit 🚪,0.0,0.0,Neutro
- i have  been accumulating for the last week 🎯,0.0,0.06666666666666667,Neutro
"update 3📈 so far, each  update was a win. 3x 100% & 1x40%latest update before the falling wedge breakout.-> another 45% & back above 99ma📈-> throwback to retest the 99ma 4h tf reclaimbullish consolidation above .22952 horizontal. #ai",0.18,0.32,Positivo
"1w charti think it’s time to pay attention to #shib as it’s trying to flip the ema50 again 👀the next big hurdle is the resistance line. once the resistance is cleared,  could pump to the horizontal resistance (.0000177-0.0000210)this bullish scenario is valid…",0.0,0.05,Neutro
#cpi in 30 minutes from now.not expecting a whole lot to occur. also doubt #bitcoin does much more than a small wick back and forth.,0.11249999999999999,0.325,Positivo
breaking out and is about to follow  /  over these next few days imo,-0.1,0.05,Negativo
shorted #btc at .9k after cpi news. anyone else trading? 👀,0.0,0.0,Neutro
"cpi was a little hot, fed today so hawkish comments expected based on the numbers relatively... all of it still expected so not sure it sells off the market, last time we dipped on cpi a bit then moved higher once the markets opened..looks like just a bounce for now...…",-0.0171875,0.45069444444444445,Negativo
was quiet for a bit... grabbed some this morn,0.0,0.3333333333333333,Neutro
"#bitcoin two cme gaps. one above, one below.which one do we fill next?",0.0,0.05,Neutro
,0.0,0.0,Neutro
"well, so much for  not dippinghowever, even with  getting hit rn,  holding nicelywhen  does bounce, this thing is going to rip imostack on dips while you have them",0.2,0.2,Positivo
breaking out and is about to follow  /  over these next few days imo,-0.1,0.05,Negativo
thank you  gang 🤝> [](> we sending  to new highs?> > what a recovery,0.13636363636363635,0.45454545454545453,Positivo
breaking out and is about to follow  /  over these next few days imo,-0.1,0.05,Negativo
thank you  gang 🤝> [](> we sending  to new highs?> > what a recovery,0.13636363636363635,0.45454545454545453,Positivo
"cpi was a little hot, fed today so hawkish comments expected based on the numbers relatively... all of it still expected so not sure it sells off the market, last time we dipped on cpi a bit then moved higher once the markets opened..looks like just a bounce for now...…",-0.0171875,0.45069444444444445,Negativo
was quiet for a bit... grabbed some this morn,0.0,0.3333333333333333,Neutro
"#bitcoin two cme gaps. one above, one below.which one do we fill next?",0.0,0.05,Neutro
,0.0,0.0,Neutro
"well, so much for  not dippinghowever, even with  getting hit rn,  holding nicelywhen  does bounce, this thing is going to rip imostack on dips while you have them",0.2,0.2,Positivo
scam i think it  the stupidest altcoin that exists...it has a price action which is a joke....loli have  been struggling with it for 5\6 days.... luckily going in and out without any leaksbut if it does not  go up it  the biggest scam in the worldi do not  touch this shit…,0.21666666666666667,0.4666666666666667,Positivo
"holding my  tokens.imo longterm this can pull x 50 or even x 100 easy> [](> very exciting news kataarmy!🏮> > we are currently applying for steam plattform 🕹> stay tuned, the time will come for kata!⚔️😍",0.195,0.7,Positivo
challnge spot up 320% but  it  good to also mention the losses and not just the gains.... only from a scam coin like  could i lose lol,0.5,0.7666666666666666,Positivo
"guess we ca not  have a bottom without a low, a test, and a retest...",0.0,0.3,Neutro
,0.0,0.0,Neutro
,0.0,0.0,Neutro
with almost a full test here,0.35,0.55,Positivo
#bitcoin key levels on daily time frame.looks to me like it needs to fill the space below.,0.0,0.5,Neutro
again in my interesting zone,0.5,0.5,Positivo
4 digits hé is been trying to tell us for a long time,-0.05,0.4,Negativo
may confirm a rare daily bottom candle today... may have to take a shot here...,0.15,0.45,Positivo
#bitcoin liquidation heatmap 🔥big level right above . this area likely has a lot of stops from positions that entered before and during the big squeeze down.,0.026031746031746024,0.4049206349206349,Positivo
i will  just leave this here  🎯,0.0,0.0,Neutro
ido sold out in 29 secondsone word: fomo> [](> 29 seconds. > that’s it. that’s the post. 🤖,0.0,0.0,Neutro
: vault has officially been on-boarded to microsoft   openai for natural language processing and generative ai appli…,0.1,0.4,Positivo
really looks like it wants that 40k test... hope not but it does,0.2,0.15000000000000002,Positivo
15 min,0.0,0.0,Neutro
,0.0,0.0,Neutro
": 📢announcementfrom today,  is available on ./ask  how can i use trac?",0.4,0.4,Positivo
holding strong all day even with this  vol,0.4333333333333333,0.7333333333333333,Positivo
bottom fished some,0.0,0.0,Neutro
15 minthat may have been it....,0.0,0.0,Neutro
we are  getting a reaction at the golden pocket heremonday low still untapped... but that could be it lets see,0.15,0.4,Positivo
this is the way you should think about triple bottoms,0.0,0.0,Neutro
we can hope,0.0,0.0,Neutro
easy structure but good eye in market   > [](> quick update if you operate in leverage i recommend an aggressive take profit....we will be choppy for the next 2 days,0.2533333333333333,0.42666666666666675,Positivo
1hr,0.0,0.0,Neutro
"vertex simply cannot stop shipping. cross-chain deposits now live on . boom. > [](> 1/ never lose an edge. cross-chain deposits meet vertex 🚀> > powered by  & , you can now bridge & deposit seamlessly from 8 different chains without ever leaving vertex.> > just a few clicks, and you’re ready to trade.",0.03939393939393939,0.3595238095238096,Positivo
probably nothing build on > [](>  trading volume and just getting started 💪,0.0,0.0,Neutro
the 48-50k distribution begins soon.#bitcoin,0.0,0.0,Neutro
"starting a  bag, gonna hold for a little bit n let this weekly setup play out.",-0.09375,0.3,Negativo
unironically one of the strongest coins rn +7% this week while most are downlooks like an inverted head + shoulders on weeklytime to pay attention,0.5,0.5,Positivo
"#bitcoin &  liquidity still moving hand in hand 🤝usd liquidity is made up of all kind of measurements like the federal reserve balance sheet and the reverse repo facility.the more liquidity, the higher  tends to go.",0.45,0.6333333333333333,Positivo
"🚨 ,000  giveaway ‼️decided to kick off my new advisor role with a free #crypto giveaway!two random people will get  of  (which could be worth way more in the future ☺️)how to enter:- follow  - retweet - tag 2 friends in the comments",0.1393939393939394,0.41325757575757577,Positivo
going for a new athabsolute chad coin.,0.13636363636363635,0.45454545454545453,Positivo
"lots of people talking about the big nuke in cme  open interest.and yes it did go down significantly, but cme oi is still close to all time high...i do think that the closer we get to etf the more the boomers will offload their positions.",0.1438888888888889,0.4527777777777778,Positivo
i do not  know if i have ever seen a blue bottom candle on the daily surrounded by green dots with red candles.. i feel like it  very good though,0.142,0.23600000000000004,Positivo
"baggs are rdy for the bulla run target atleast.> [](> in light of the holiday season, we have gifted the  community ~,000 in their native token,  for being cherished partners of our vision fund🖤> > p.s: there is ,000 in  &  waiting for our community when the vault opens!> > join our spaces ft 🤖🎙️",0.45,0.85,Positivo
,0.0,0.0,Neutro
wants to go for new highs aswell,0.16818181818181818,0.2772727272727273,Positivo
"#bitcoin is still up 10% this month and working on it  4th consecutive green month.this would make the 9th green month in 2023.the last and only time that has happened, was in 2017.",-0.1,0.41666666666666663,Negativo
#0x0 one of the comfiest holds going into 2024 i think this can do a 20-25x from current price over next 12-18 months,0.0,0.2,Neutro
weekly vwap. bit of a mixed bag with some clear out performers so far. last weeks low on #btc will be key if revisited (looking likely).,0.028571428571428574,0.5714285714285714,Positivo
i think people are getting overly bearish on  here as it just broke out of a 500+ day range and now retesting previous range highs as supportstart closing back inside —> there’s trouble but until than i think this trends towards  over next few weeks,-0.11333333333333333,0.09333333333333334,Negativo
army strong af.trending on xwe just getting started like and retweet if you ride this with melfg,0.4333333333333333,0.7333333333333333,Positivo
operation liquidate capo,0.0,0.0,Neutro
etf going to change the game forever for crypto> [](> what  the impact of  billion coming into #bitcoin as a result of the etf approval? > >   take👇,-0.4,0.4,Negativo
i have not  seen this since the bull market in 2020-2021. the hype for  is huge!> [](> 29 seconds. > that’s it. that’s the post. 🤖,0.0,0.0,Neutro
"#bitcoin - people always get burned trying to buy the first or second dip, and by the time it  on the third dip they give up. this is where i would  look to buy after all these wicks and stops get hit and people freak out about support being broken. > [](> i do not  think this is the dip you want to chase. we should see sub ,000 soon. that  when we will  see the panic and selling start then it will  be time to start buying again.",-0.037500000000000006,0.18333333333333335,Negativo
> [](> just in: 🇺🇸 sec holds meeting with blackrock to discuss its spot #bitcoin etf.,-0.1,0.6,Negativo
"- hold this and we have another nice leg incoming. think that  where the focus should be not over single digit gains with . we already had the triple digit gains with it this year, that was the bulk of the move. most missed it and that  why they are chasing it now.",0.3428571428571428,0.5714285714285714,Positivo
i think  szn is coming soon,0.0,0.0,Neutro
"this is turning out to be one of my better calls. > [](> paying attention to this plan right now. > > arb might be setting up itself to follow op here imo. > > aggressive entry here, saver entry upon more confirmation. > >",0.42857142857142855,0.5119047619047619,Positivo
"#bitcoin - maybe it  the  twitter algo but this is one of the few accounts on my feed that does not  think we reverse back up. even capo thinks we pump back up from here.> [](>  1h early stages of forming a descending triangle > > i know much of my feed thinks that was it and bottom is in, but we shall see",0.02,0.12000000000000002,Positivo
i gave you a nice gift,0.6,1.0,Positivo
,0.0,0.0,Neutro
#bitcoin - very few had a chance to short higher or even short on a support break because it happened so quickly. now the market is giving everyone time and a reason to long. very few times is the market so generous to reward a crowded trade.,0.001904761904761901,0.32285714285714284,Positivo
weekly loading zone if given.,0.0,0.0,Neutro
see you tomorrow.#bitcoin,0.0,0.0,Neutro
: 🔥  showing some strength on 3day🔥clear .30 and signals breakout 🚀,0.0,0.0,Neutro
it looks like someone just market longed  .impressive baboonery.,0.0,0.0,Neutro
cardano strength. /,0.0,0.0,Neutro
"looks like  before it exploded...trade it with me here, free iphone contest coming.. plus free money now!",0.45,0.8,Positivo
- lower time frame scalp short. double top on the 1h and expecting a trendline break. will add more if we get it. higher time frame diagonal resistance.,0.25,0.36,Positivo
what are the chances do you think that we get something like this.i feel like i have  seen this movie before.,0.0,0.0,Neutro
"i feel like every time  runs, it runs hardso i bought some",0.0,0.0,Neutro
#bitcoin - most have too much exposure to look at what the charts are saying. unbiased look is that support (supertrend and obv) are holding right now but the supertrend2 has flipped to a sell signal and support has been tested twice.,0.32857142857142857,0.41190476190476194,Positivo
: 1h sell approaching alertfirst time in months that we have  seen this alert given on this time frame,0.0,0.0,Neutro
#bitcointop goon x sell approaching alert on daily time framebuy approaching alert was given back when price was sub first sell approaching alert since then 😬,0.041666666666666664,0.05555555555555555,Positivo
#bitcoin   - have not  seen a reason to close yet. maybe if funding changes but getting paid to hold is an added bonus. makes up for being wrong shorting earlier. > [](> nothing goes up in a straight line. those so confident that we wo not  get a dip will be telling you to sell when we get it.,0.05,0.6583333333333333,Positivo
#bitcoin   - have not  seen a reason to close yet. maybe if funding changes but getting paid to hold is an added bonus. makes up for being wrong shorting earlier. > [](> nothing goes up in a straight line. those so confident that we wo not  get a dip will be telling you to sell when we get it.,0.05,0.6583333333333333,Positivo
two things you’ll probably never see againgdax - ah the good old days 408,0.39999999999999997,0.4,Positivo
": needless to say but when trading derivatives and funding rates are telling you that positioning is one-sided, best heed t…",0.25,0.65,Positivo
i think we are at the end of compression. move time.,0.0,0.0,Neutro
#btc getting ready to buy your liquidation,0.2,0.5,Positivo
"i have  decided i wo not  be trading this because it  essentially untradeablearb is like this cycles link, the only way to make consistent  is to buy spot and hold way too choppy for perps/futures as these wick and reversals come for your stoplosshave picked up a spot…",0.012499999999999997,0.4375,Positivo
"beautiful 4h on  forming here with divs on every timeframe from 15min up to 4h, only downside is theres now a clear 5 wave decline so this bounce although should be a nice 7-8% or so from the lows will likely end up being a lower high b wave",0.285,0.8205555555555555,Positivo
"confluence from big man bluntz> [](> beautiful 4h on  forming here with divs on every timeframe from 15min up to 4h, only downside is theres now a clear 5 wave decline so this bounce although should be a nice 7-8% or so from the lows will likely end up being a lower high b wave",0.24428571428571424,0.7176190476190476,Positivo
there is definitely a lot more bidding going on on  perps right now than it was weeks agoweekly mfi at highs and monthly mfi has barely started curling upwards on  still looks like assexcept few alts i'm chilling and waiting for a deeper retrace,0.02261904761904761,0.4392857142857143,Positivo
#bitcoin - longs close to all being flushed out here soon. the next dip is most likely the one that will be worth longing but most will be scared.> [](> #bitcoin - very few had a chance to short higher or even short on a support break because it happened so quickly. now the market is giving everyone time and a reason to long. very few times is the market so generous to reward a crowded trade.,0.10944444444444444,0.3633333333333333,Positivo
divs brewing here after sweeping mondays flash crash lows.bounce incoming,0.0,0.0,Neutro
a bit of caution on altcoins ....looks bullish againoperates using the right invalidations,0.2857142857142857,0.5357142857142857,Positivo
feels like this is the part where #bitcoin forms a range and tries to take all the money you made in the past months.do not  let the bankers steal your coins. hold tight & enjoy the ride.,-0.03214285714285714,0.35892857142857143,Negativo
#bitcoin open interest grinding back up to the level it was at before the squeeze down.about  in bids sitting between .5-40.2k on the binance futures pair.,0.0,0.25,Neutro
": no clue whether #bitcoin follows the black, red, or white squiggly line.do not  care much either, and neither should you…",0.008333333333333338,0.15833333333333333,Positivo
"update 30% up from my post ....look red line is key ,if he does the flip  will make another leg up",0.0,0.5,Neutro
unironically at the bottom of the layer-cake,0.0,0.0,Neutro
"two weeks after breaking out,  has retested the ascending triangle.looking for signs of local bottom here. if this starts losing the recent low we are  probably looking at a deeper retrace and longer re-accumulation.",0.0,0.18333333333333335,Neutro
"#btcoh, oh.... red boxwill explain in todays yt uodate.probably around 11. have a nice day nonetheless!",0.375,0.5,Positivo
"great call by . seems like  is headed for +.003 if it follows his ta 🤞> [](>  playing out as a text-book ex. for growth👀> > as mentioned yesterday, it broke out big time of the bearish channel.> > have now been testing earlier restistance, and turned it into support as predicted at ,0025✅> > bounced beautiful of the support level and we are  ready for🚀",0.37,0.5700000000000001,Positivo
we are  looking at the first real #bitcoin pullback since it broke .price currently hovers right above the 0.382 retracement -- would expect some more predatory price action around here before any meaningful bounce.do not  give back your profits. sit back & enjoy the show.,0.20324675324675326,0.29718614718614716,Positivo
"super bullish for  ( rwa + base ) 🎯 > [](> coinbase  asset management arm is looking to bring tradfi assets onto blockchain with a new platform that lets institutional investors issue and trade digital-first financial instruments like debt, using base in a regulated way.  reports>",-0.22606060606060607,0.6242424242424243,Negativo
:  🕵️ what is ?qubic is a layer 1 network that utilizes an innovative upow (useful proof of work) mechani…,0.4,0.5,Positivo
"the arena is still kicking while everyone has made a ridiculous amount of , especially the little guy, and  has an amazing extension with more cool features in the works.imagine not trying this, especially if you liked friend tech.the arena will be #1 in sofi.> [](> gladiators,> > as we continue to fine tune and adjust the algorithm, we wanted to celebrate nearly a week of trading since the contract has been live again.> > today, we reward the tradooors and diamond handers. tomorrow we reward the creatooors once again. a few other surprises…",0.14286130536130537,0.6326923076923077,Positivo
this does not look like a bad place for some long-term  positioning.reasonably safe bet with clear invalidation.i would be a buyer if my bags were not  filled already.,-0.07499999999999996,0.6124999999999999,Negativo
i wonder what  is working on 👀> [](> our ceo  has been spending time at google  offices. probably nothing... 👀> > #vanar,0.0,0.0,Neutro
#bitcoin liquidation map 🔥building some big liquidation clusters as it  chopping sideways.most notably: .5k & .4k.expect some action around those levels.,0.19999999999999998,0.2333333333333333,Positivo
"in the previous bull markets, #bitcoin liked to retest the bull market support band. will this pattern repeat?",0.21666666666666667,0.48333333333333334,Positivo
"while the lower timeframes look choppy, #bitcoin seems to be flipping the mid-range level.,000 is still the main level to overcome -- after which price discovery is within an arms reach.",-0.016666666666666677,0.26666666666666666,Negativo
send this shitcoin,0.0,0.0,Neutro
"bought the dip at  #btc, think we see a - bounce today. let  see. 🙂🤝trade here:",0.0,0.0,Neutro
the infamous google partnership except this one actually means something> [](> our ceo  has been spending time at google  offices. probably nothing... 👀> > #vanar,-0.25,0.55,Negativo
perfect retest of previous ath now reclaiming higher we go,0.36111111111111116,0.5555555555555556,Positivo
first time in a while where the funding rate has turned negative.likely caused by the new launchpool that was launched this week.usually that causes people to buy spot and hedge on futures to farm the launchpool without direct exposure to the bnb price.,0.1621212121212121,0.395959595959596,Positivo
": 🚨 ,000  giveaway ‼️decided to kick off my new advisor role with a free #crypto giveaway!two random people wi…",0.012121212121212125,0.5848484848484848,Positivo
making moves 🤝> [](> our ceo  has been spending time at google  offices. probably nothing... 👀> > #vanar,0.0,0.0,Neutro
: great stat 👀🚀,0.8,0.75,Positivo
"i won’t be surprised to see a few ai coins worth  billion market cap over next 18-24 months the room for growth within the ai sector of crypto is massivetrillions of dollars will be flowing into ai over the next few years> [](> according to , the total market cap of the artificial intelligence sector within crypto is .> > this is miniscule.> > i expect hundreds of billions, if not trillions of  to flow into crypto ai in the coming years.> > will be the fastest growing sector of all imo. > >",-0.075,0.36875,Negativo
"second green dot, everyone needs to relaxpowell speaks soon and he is going to say the same stuff, which will not be a surprise to anyone",-0.06666666666666667,0.14166666666666666,Negativo
tra la la la la,0.0,0.0,Neutro
"another common vertex w.taker fees on  will soon be reduced to 0.02%.as far as i'm aware, no other perp dex have fees this low. this is wildly competitive. phenomenal scenes. > [](> trade cheaper on vertex. > > all taker fees will be reduced to 0.02%.> > 📆 thursday 14th, 3am utc.",0.10178571428571428,0.475,Positivo
up closeif  bottoms here could be a great longmay make sense to wait until powell speaks tho,0.8,0.75,Positivo
"#bitcoin lost the 4h trend, but is holding above the 0.382 fib retracement.prob takes a while to play out.as shared earlier today: do not get chopped up. patience is the name of the game.",-0.13333333333333333,0.3333333333333333,Negativo
"picture perfect retest so far for .so long as #bitcoin does not  shit the bed, i would  say this looks good for the next leg higher.",0.3,0.6142857142857144,Positivo
tell me again how you love triple bottoms and emojis?,0.5,0.6,Positivo
bulls trying to break up out of the triangle,0.0,0.0,Neutro
"dailylining up nicely, lots of solid tests... like , ready to resume up imo",0.26666666666666666,0.5333333333333333,Positivo
do not  forget about the smiley face here also,0.0,0.0,Neutro
#bitcoinping-pong between gooner emasi wonder which way it will break,0.0,0.0,Neutro
#btc bouncing towards the green box as shown this morning. check what might be next: > [](> bitcoin price update. > beware for this move in the coming days! > >   > powered by,0.14166666666666666,0.43333333333333335,Positivo
#bitcoin paypal volumes 📊definitely peaked at the start of the year but recently starting to tick up again.overall volumes still pretty low compared to any native crypto exchange or big broker.,0.0625,0.37500000000000006,Positivo
consolidating under resistance getting ready for another run imo,0.2,0.5,Positivo
let  get over 42k and really get rocking,0.2,0.2,Positivo
": to establish more liquidity for  on different chains with , kas/wbnb and kas/wmatic farming campaigns and pools ha…",0.25,0.55,Positivo
(too tight),-0.17857142857142858,0.2857142857142857,Negativo
#tbt to when i use to long  futs on bitmex and account for 3% of oi,-0.05,0.4,Negativo
"i bought 7 figures worth of #auction heretarget  is rebranding into a  eco project where auction will be used as the token on the split chain bla blathis team knows how to send their projects, this will go higher",0.275,0.3,Positivo
also looking to break out.full send. exe0.10 next,0.0,0.0,Neutro
42k+ just like that! trend flip 1hr,0.0,0.0,Neutro
:  /  - update break that 0.19c level and we are flying. lots of partnerships and updates coming out all…,-0.25,1.0,Negativo
my mentor mmcrypto short and eliz long good play   > [](>  me long from this morning sir,0.14999999999999997,0.42500000000000004,Positivo
was really hoping for a sweep below this support to load up.,0.2,0.2,Positivo
: the 48-50k distribution begins soon.#bitcoin,0.0,0.0,Neutro
coming in with a banger and huge upgrade.send it 🤝> [](>,0.4000000000000001,0.9,Positivo
"wow, the  revenue share was just airdropped to the token holders meeting the criterias.the amount of  received was beyond expectations. am i dreaming?> [](> 1. attention  holders: airdrop complete> > all eligible wallets have received their proportional share of the token tax revenue since the tkst/weth liquidity pool went live as an #airdrop.> > the payout was in  ethereum.",0.11818181818181818,0.75,Positivo
red line stopping us rn,0.0,0.0,Neutro
up closewe ran 1200... a little pullback should be expected,-0.14375,0.45,Negativo
"is flipping the recent highs for support.long-term downtrend breached, uptrend initiated.comfy hold into the new year.send it.",0.06818181818181818,0.3522727272727273,Positivo
1w chartit  that level everyone wants to buy #sol at again 😂plz do not  fomo. calculate your risks,0.2,0.1,Positivo
"key shared features of these cryptocurrencies (, , , )market capitalization: large capimpact on price: high market cap does require substantial liquidity to significantly move the price. large bullish positive price change may indicate institutional interest,…> [](> what is common among these four coins?",0.1272634508348794,0.616799628942486,Positivo
"revenue share going live friday 🔥as i think trading bots will become more popular again in 2024 when onchain  szn heats up ocd is my partner for all my onchain trading in the trenches> [](>  𝐑𝐞𝐯𝐞𝐧𝐮𝐞 𝐒𝐡𝐚𝐫𝐞> > now, everyone has the option to verify the amount of  in revenue share to be claimed this month and the claiming process goes live by friday!> > verifying your eth rewards amount is easy:> a) open the etherscan link -",0.27454545454545454,0.58,Positivo
.d not much movement happening here over the past couple of weeks.i would still assume we have a little higher to go on this chart as long as the etf is looming.mostly curious to see if there  flows that will front run the rotation from btc into alts post etf.,-0.07291666666666667,0.47500000000000003,Negativo
consolidating on support at previous ath think we see next leg up higher soon,0.02777777777777778,0.2222222222222222,Positivo
/  very close to putting in a macro bottom think we see a macro bottom for this cycle the week of etf approval than we see the rotation into #ethereum and eth begins to out perform #btc for rest of cycle,0.2,0.3,Positivo
"'this first-of-its-kind integration with ai will be incorporated into our upcoming ecosystem utility products and those to be revealed soon.' +  👀> [](> we are  integrating  as a data connector, joining the ranks of , , , and many more. this cutting-edge tech allows users to interact with the blockchain using natural language prompts. 🔗> > chainlink data feeds offer aggregated data from…",0.3666666666666667,0.4666666666666666,Positivo
"second green bar, green dotwe runnin this back..",-0.1,0.15,Negativo
": the #planetrewards page is now live! in 48 hours, #staking opens for both eth and bnb chain  holders. the countdown…",0.17045454545454544,0.5,Positivo
"one of the strongest alts this weekwhile most are red, she  back near monthly highsmarket structure is beautifully bullishfull send",0.29,0.38,Positivo
42k+ just like that! trend flip 1hr,0.0,0.0,Neutro
:  /  - update break that 0.19c level and we are flying. lots of partnerships and updates coming out all…,-0.25,1.0,Negativo
my mentor mmcrypto short and eliz long good play   > [](>  me long from this morning sir,0.14999999999999997,0.42500000000000004,Positivo
was really hoping for a sweep below this support to load up.,0.2,0.2,Positivo
: the 48-50k distribution begins soon.#bitcoin,0.0,0.0,Neutro
coming in with a banger and huge upgrade.send it 🤝> [](>,0.4000000000000001,0.9,Positivo
"wow, the  revenue share was just airdropped to the token holders meeting the criterias.the amount of  received was beyond expectations. am i dreaming?> [](> 1. attention  holders: airdrop complete> > all eligible wallets have received their proportional share of the token tax revenue since the tkst/weth liquidity pool went live as an #airdrop.> > the payout was in  ethereum.",0.11818181818181818,0.75,Positivo
red line stopping us rn,0.0,0.0,Neutro
up closewe ran 1200... a little pullback should be expected,-0.14375,0.45,Negativo
"is flipping the recent highs for support.long-term downtrend breached, uptrend initiated.comfy hold into the new year.send it.",0.06818181818181818,0.3522727272727273,Positivo
1w chartit  that level everyone wants to buy #sol at again 😂plz do not  fomo. calculate your risks,0.2,0.1,Positivo
"key shared features of these cryptocurrencies (, , , )market capitalization: large capimpact on price: high market cap does require substantial liquidity to significantly move the price. large bullish positive price change may indicate institutional interest,…> [](> what is common among these four coins?",0.1272634508348794,0.616799628942486,Positivo
"revenue share going live friday 🔥as i think trading bots will become more popular again in 2024 when onchain  szn heats up ocd is my partner for all my onchain trading in the trenches> [](>  𝐑𝐞𝐯𝐞𝐧𝐮𝐞 𝐒𝐡𝐚𝐫𝐞> > now, everyone has the option to verify the amount of  in revenue share to be claimed this month and the claiming process goes live by friday!> > verifying your eth rewards amount is easy:> a) open the etherscan link -",0.27454545454545454,0.58,Positivo
.d not much movement happening here over the past couple of weeks.i would still assume we have a little higher to go on this chart as long as the etf is looming.mostly curious to see if there  flows that will front run the rotation from btc into alts post etf.,-0.07291666666666667,0.47500000000000003,Negativo
consolidating on support at previous ath think we see next leg up higher soon,0.02777777777777778,0.2222222222222222,Positivo
/  very close to putting in a macro bottom think we see a macro bottom for this cycle the week of etf approval than we see the rotation into #ethereum and eth begins to out perform #btc for rest of cycle,0.2,0.3,Positivo
"'this first-of-its-kind integration with ai will be incorporated into our upcoming ecosystem utility products and those to be revealed soon.' +  👀> [](> we are  integrating  as a data connector, joining the ranks of , , , and many more. this cutting-edge tech allows users to interact with the blockchain using natural language prompts. 🔗> > chainlink data feeds offer aggregated data from…",0.3666666666666667,0.4666666666666666,Positivo
"second green bar, green dotwe runnin this back..",-0.1,0.15,Negativo
": the #planetrewards page is now live! in 48 hours, #staking opens for both eth and bnb chain  holders. the countdown…",0.17045454545454544,0.5,Positivo
"one of the strongest alts this weekwhile most are red, she  back near monthly highsmarket structure is beautifully bullishfull send",0.29,0.38,Positivo
: the longer we stay in this range the better imoduring this time the  team is able to regain trust and build producto…,0.5,0.5625,Positivo
,0.0,0.0,Neutro
,0.0,0.0,Neutro
,0.0,0.0,Neutro
:   send it 🚀,0.0,0.0,Neutro
,0.0,0.0,Neutro
"riding  these past months has been a feast - and i gave you multiple entries along the way.we eating good, send this deeper into price discovery.",0.15,0.2833333333333334,Positivo
looks bullish to me  #turbo,0.0,0.0,Neutro
,0.0,0.0,Neutro
looking like a bullish ascending triangle when break out sers,0.0,0.0,Neutro
divs starting to play out nicely plus a nice little boost from fomc and dxy cratering again,0.253125,0.65,Positivo
looks bullish to me  #kas,0.0,0.0,Neutro
#arb looks bullish to me,0.0,0.0,Neutro
you will never doubt my smiley faces or triple bottoms again,0.0,0.0,Neutro
:  is about to break out of this two year accumulation rangedo not paper hand this one 📌big market movements often sta…,0.0,0.0,Neutro
,0.0,0.0,Neutro
what  says.  is a hodl bag.> [](>   &   of revenue share dropped to incredibly happy  accumulators like myself.> > absolute must-hold during this cycle as dex  increasingly claw volume from cex .> > - bottomed-out chart showing heavy accumulation. > - platform live and looking great.> > one of my…,0.2340909090909091,0.725,Positivo
we seen  pulling bug numbers from bottom. we seen  pulling big numbers.sam coins did wellsoon dokwon coins to the moon you heard it here.,0.0,0.1,Neutro
#shib looks bullish to me,0.0,0.0,Neutro
"lmao, this was the sol/btc picolow again...... higher.> [](> i think  is about to rip again.> > most important chart ive been tracking is solbtc and looks like a nice clean abc done with 5 subwaves within the c.> > usd pair is about to rip another 40% or so again in the coming days imo.> > trading sol on bybit 👇>",0.49333333333333335,0.8400000000000001,Positivo
"almost forgot, this is a bull market.back above the 4h trend.retesting breakdown area, must hold the trend from here. good start!#bitcoin",0.35,0.35000000000000003,Positivo
few mins later.... amazing  > [](>  thank you brother   ❤️,0.13333333333333336,0.3333333333333333,Positivo
what a time to be alivenew  ath,0.0,0.0,Neutro
havent sold my even with all the fud a few weeks ago.you know how those tweets ages in a few weeks/months.,-0.2,0.1,Negativo
,0.0,0.0,Neutro
